Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
2831,57,11,190,36,2416,228,216,120,3215,2,1,29
2401,41,10,402,159,1571,221,219,132,752,3,4,6
2131,264,9,30,0,1006,199,244,185,1396,4,4,17
2821,49,9,95,2,1307,224,220,130,2571,1,1,29
3123,207,14,679,73,6057,210,252,175,1784,2,1,29
3414,23,17,726,240,3365,208,202,126,1697,7,3,39
3086,54,15,190,0,3798,227,206,108,3824,1,1,29
2793,48,12,342,15,1795,224,214,122,1616,2,1,29
2144,352,29,170,105,497,156,176,149,742,6,4,10
2747,25,13,153,-7,2160,213,212,133,726,2,3,10
3081,103,10,781,27,2496,237,227,120,2190,1,3,32
3428,217,5,1146,178,1365,215,244,166,1776,1,3,38
3308,184,3,421,85,2972,220,241,157,3271,2,3,32
3020,44,17,212,53,745,222,200,108,631,1,1,29
2913,246,6,210,13,5285,207,245,176,4639,2,1,23
2914,52,20,247,126,1782,226,193,92,2577,2,3,33
3057,88,21,430,-111,859,246,201,75,794,1,1,29
3259,169,10,216,59,2907,228,244,148,218,1,3,22
2859,105,15,485,130,1140,244,220,100,2754,2,3,11
3162,239,12,295,9,1598,197,250,190,424,1,3,23
3210,176,26,120,34,3362,223,243,135,3126,1,1,22
3322,200,16,228,21,3129,212,252,170,1556,1,3,32
2761,4,21,120,46,2270,187,194,139,420,2,3,31
3222,146,2,150,-7,4575,221,238,153,767,1,1,29
3027,297,9,408,-7,1794,195,237,182,2053,2,3,31
2798,100,7,218,7,3069,231,231,133,5952,2,1,12
2527,68,9,120,3,648,230,221,124,967,1,1,9
3164,14,20,216,51,4279,198,196,130,1624,1,1,38
2172,356,24,30,17,1136,174,189,147,481,3,4,10
2884,98,22,0,0,285,250,203,71,1530,1,1,29
2978,156,6,524,61,5532,228,241,147,2688,2,1,30
2939,45,4,30,3,3599,221,230,145,6306,1,1,20
2554,307,24,134,48,882,148,218,207,1772,6,3,33
3021,295,5,360,-13,2700,206,238,172,1543,1,3,23
2975,187,22,306,24,1677,217,250,155,1126,2,3,13
3099,301,1,454,36,395,215,238,161,1383,2,3,32
2621,194,9,60,4,2117,219,248,163,2610,5,3,4
3290,3,10,362,69,1231,207,221,152,534,1,1,38
2755,346,21,42,10,3361,174,201,162,5945,1,1,29
3172,109,10,417,27,4478,238,229,121,3413,1,1,29
2165,16,24,175,111,660,192,183,119,454,3,4,10
3296,299,5,277,31,426,206,238,171,1148,2,2,32
2983,222,19,175,55,3024,193,254,192,1077,2,3,13
3399,201,6,382,50,1862,218,245,163,2281,1,3,32
3101,152,7,0,0,2825,229,240,144,1249,1,3,23
3328,238,12,495,99,3368,198,250,189,1357,2,3,32
2818,121,12,457,88,2639,240,230,117,1998,3,3,4
3229,30,14,300,13,2706,215,209,128,1231,1,3,22
3117,25,9,190,33,3618,216,221,141,1288,1,1,29
2742,88,6,424,49,1529,230,229,133,1684,2,1,29
2825,311,25,324,124,1110,145,214,205,2442,2,3,33
3364,51,10,390,52,1233,225,219,127,2783,1,1,38
2770,348,26,60,29,1165,162,189,158,1154,2,3,24
3047,107,19,660,52,2793,249,213,84,2624,2,3,26
3115,139,9,488,31,201,235,237,133,1634,2,3,23
3030,333,13,255,71,2195,190,223,172,1138,2,1,29
2919,262,39,360,172,2496,101,226,247,808,2,3,13
2707,15,15,120,14,2433,206,209,138,573,1,3,10
2962,224,15,799,162,2571,199,253,187,1521,2,3,33
3321,243,12,90,20,3241,197,249,190,1738,1,3,32
3015,347,9,297,33,2813,202,225,161,659,1,3,32
3192,47,12,297,29,1337,224,214,123,1159,1,3,22
2895,100,7,201,15,3820,232,231,131,3952,2,1,12
2212,28,36,108,68,1307,181,138,69,1354,3,4,10
2874,36,32,540,245,785,199,152,68,700,2,3,33
2970,270,1,0,0,2436,216,238,160,780,1,1,20
2836,59,19,120,43,3480,230,196,90,2701,1,1,23
3204,23,13,566,87,983,212,213,135,2205,1,3,22
2464,189,7,42,1,564,221,246,160,1127,6,3,17
3110,78,13,0,0,1919,236,216,109,2879,2,1,29
2727,31,11,30,1,212,217,215,132,1295,2,1,23
3260,135,8,60,-1,4002,233,237,135,2022,7,1,38
2399,350,10,30,2,805,202,224,159,1061,6,4,16
3130,324,8,488,77,1205,200,231,171,1140,1,3,23
3068,130,11,300,40,4388,238,234,124,2482,2,1,29
2481,334,16,90,28,210,181,217,174,218,2,4,10
3178,330,9,30,0,1911,199,229,170,1698,1,2,19
2688,4,24,242,55,990,180,185,135,1794,2,1,29
2924,108,22,108,26,3724,251,209,75,5142,2,1,30
3317,10,14,474,93,2965,203,210,142,3355,7,3,32
3046,340,10,331,34,789,198,225,166,1036,2,2,22
2838,17,10,150,19,1806,212,219,144,2647,2,3,26
2957,343,34,170,45,2579,133,169,161,1978,1,3,33
2187,138,19,134,62,1173,246,229,103,553,4,4,10
3116,167,8,120,-4,2032,226,243,150,573,1,1,23
2854,180,13,212,36,3730,224,248,153,3353,2,1,12
2955,52,11,424,0,4548,226,215,122,3316,2,1,29
2952,43,22,170,49,4568,217,185,92,4672,1,1,23
2969,240,14,60,15,1256,193,251,194,297,2,3,23
3301,355,15,417,115,1421,193,211,155,2602,1,1,23
2676,113,5,153,21,1648,230,234,138,6594,2,1,12
2937,333,3,361,17,1216,212,235,161,361,2,3,32
2923,312,23,210,55,1100,153,217,201,750,2,3,33
3194,180,4,0,0,5465,221,242,156,1015,1,1,19
2854,143,14,301,43,1503,239,236,124,2960,2,3,23
2452,30,13,474,182,934,216,212,130,1019,6,4,6
2678,354,15,30,8,1451,195,213,155,671,5,1,29
3100,112,8,242,-22,6262,235,231,128,2567,2,1,29
3098,45,12,470,17,1538,223,214,123,3330,1,3,33
3005,77,27,277,136,5399,242,181,52,1234,2,1,29
3047,42,7,240,24,3281,221,225,139,1615,2,1,29
3036,197,6,339,120,2992,219,245,162,1972,1,3,33
2825,127,17,120,0,1172,246,227,103,1710,2,3,10
2768,339,13,0,0,3720,191,221,168,5580,2,1,16
2054,17,25,335,-126,685,191,178,114,721,6,4,10
3407,152,7,721,-45,1279,229,240,144,4024,1,2,38
2774,358,16,190,19,1062,193,208,151,997,1,3,31
3187,305,4,0,0,5697,209,237,167,1513,2,1,23
3051,30,27,324,42,4813,200,170,92,1758,1,1,29
2894,354,5,60,2,1818,212,231,157,1908,2,3,33
3254,330,26,297,55,2096,149,199,184,3148,1,1,29
2629,188,13,0,0,3235,220,249,160,2093,2,3,20
3023,34,15,467,164,1761,216,205,120,2929,1,3,24
3052,76,9,755,-122,1443,232,223,124,854,1,1,23
2723,110,5,390,34,2047,228,234,140,5965,2,1,12
2981,49,24,0,0,942,221,180,80,2335,1,3,24
2810,49,10,67,12,3074,224,218,127,258,2,3,33
2593,307,23,90,48,1167,151,219,206,1489,6,3,33
2990,124,14,268,58,4664,243,229,112,1575,2,1,29
3310,4,14,313,71,3360,201,213,148,2419,1,3,31
2615,152,6,30,3,649,227,240,147,1142,2,1,12
3123,214,17,778,86,1739,202,254,183,618,2,3,13
2886,145,11,95,16,4243,236,238,132,5911,2,1,30
3042,130,7,510,-41,4767,233,236,136,1253,1,1,19
2898,62,17,30,0,488,232,204,99,268,1,3,33
2985,81,25,95,24,3077,244,187,57,1087,1,3,33
2802,64,27,420,163,899,233,176,58,792,2,3,13
2939,128,18,30,7,4390,247,225,99,1867,2,1,30
3137,81,10,0,0,4060,234,222,118,3208,1,3,22
2051,89,21,390,90,513,246,201,74,150,3,4,5
2893,300,25,108,59,5361,143,221,214,4832,2,1,24
3012,345,5,124,-6,750,211,232,160,1544,1,2,23
3159,347,8,108,22,1080,206,228,160,2185,2,1,22
3058,215,4,577,61,2952,216,243,164,872,2,3,32
2938,17,26,240,49,2257,190,177,114,1575,2,3,24
3268,17,10,30,3,2203,212,219,144,2762,1,1,29
2928,66,8,120,24,4484,228,225,131,3863,2,1,29
1941,43,17,42,0,330,221,200,108,616,6,4,1
1997,41,14,90,28,210,221,208,119,350,3,4,6
3256,352,3,658,72,721,214,233,158,876,1,2,23
2593,105,10,212,45,1110,237,228,120,366,2,1,29
3050,135,4,85,4,3020,226,238,146,700,2,1,23
2890,81,5,430,33,4109,226,231,140,5773,2,1,12
3204,225,8,95,8,6037,209,248,175,1492,2,1,23
2963,132,6,134,8,3492,231,237,139,2402,2,1,29
3113,273,13,390,37,3598,185,243,197,1442,1,3,22
3272,115,12,842,156,2370,240,228,117,2411,1,3,33
3093,180,3,272,-32,6271,221,241,156,2588,2,1,29
2710,285,25,285,133,1041,142,230,224,1986,2,3,13
2896,69,16,283,102,2174,235,207,99,2201,1,3,33
2844,139,16,331,42,1001,242,233,116,2202,2,1,30
3353,113,19,335,127,1846,249,217,88,3037,1,1,39
3019,118,11,85,4,2523,240,230,118,1528,2,3,23
3230,270,12,277,46,2991,189,244,194,732,1,3,32
3091,311,10,120,27,1032,193,233,180,1765,2,2,24
2999,182,29,836,171,4325,214,243,142,1423,2,3,33
2743,64,11,247,2,2340,230,217,118,1549,2,1,12
2975,169,10,285,53,5448,228,244,148,2969,1,1,29
3273,83,19,240,-5,1624,243,205,85,1725,1,1,38
2216,29,33,277,55,726,189,151,78,395,3,4,10
2774,180,18,437,173,1655,224,248,150,1256,2,3,4
2947,335,21,384,52,899,169,208,175,1610,2,3,33
3160,266,7,297,57,5265,202,243,180,437,2,1,29
3183,247,17,655,59,3446,183,251,204,1177,1,3,13
3231,112,9,180,65,1530,237,230,124,1443,2,1,29
3162,106,12,285,46,2195,241,225,111,3000,1,3,24
2908,18,15,481,113,3054,208,208,134,1191,2,3,32
3304,14,13,577,168,1092,207,213,141,5340,1,2,24
2965,117,4,335,6,4664,227,236,143,5343,2,1,12
2794,197,13,319,56,30,216,251,166,2039,2,3,10
3381,185,14,285,69,1590,222,249,157,2989,1,1,38
2968,146,15,659,87,2798,239,237,123,1879,2,3,33
2849,21,20,361,65,787,203,194,122,702,2,3,31
3191,4,3,324,-3,765,215,233,155,1050,2,2,32
3070,93,20,335,54,4281,247,205,78,2467,1,1,29
2063,338,16,30,-2,421,183,215,170,690,6,4,10
2953,84,14,150,35,2401,239,215,103,1834,2,3,32
2314,214,7,0,0,525,214,247,169,604,4,4,17
2525,270,1,30,-3,1047,215,239,161,1976,2,3,17
3277,337,17,350,98,4402,180,215,172,1345,7,1,38
2854,86,8,277,55,2147,232,227,129,2724,2,1,29
2765,69,15,577,-23,726,235,209,101,2701,2,1,29
2630,43,10,42,-2,3466,222,219,131,2862,1,3,11
3295,281,17,1015,179,1740,170,239,208,2661,1,3,31
3296,176,23,182,50,1812,225,245,139,2767,7,1,39
2995,50,20,212,47,446,225,191,92,1638,2,3,24
2509,56,18,85,32,999,229,198,95,960,3,4,10
2981,142,11,150,23,3946,236,237,130,1253,2,1,30
3055,12,15,234,25,2783,203,207,139,1140,1,3,23
2582,6,15,90,0,1448,201,210,145,2704,2,3,11
3300,74,9,30,-7,2040,231,223,125,4708,1,2,23
3080,227,10,418,62,2973,205,250,181,793,1,3,32
3360,18,1,420,49,819,218,236,156,1802,7,3,32
3138,228,13,212,26,1825,201,252,186,2563,2,3,32
2506,61,10,361,28,624,228,220,124,3605,2,1,18
3018,321,10,85,10,2820,193,230,176,2278,1,3,23
3108,325,11,60,10,2069,192,228,175,1868,1,1,29
2909,101,11,108,15,4793,238,226,117,1556,2,1,29
3009,18,6,30,2,2916,216,227,149,1521,2,1,29
2929,45,1,0,0,5642,219,235,153,1523,2,1,29
2919,65,20,558,148,666,234,195,84,1471,2,1,30
3154,6,20,510,94,1419,191,197,139,2269,2,3,32
3237,94,19,242,61,1515,246,208,84,2582,2,1,30
2677,49,27,228,72,1064,219,170,69,1304,2,3,33
3149,331,13,0,0,2720,188,223,174,859,2,3,23
3396,36,12,301,47,3156,219,212,127,1504,7,3,39
2528,321,3,180,11,541,211,236,164,182,2,1,29
2965,222,18,242,49,5277,194,254,192,1611,2,1,29
2950,286,8,120,31,3041,197,240,183,1304,2,3,31
3185,56,3,514,90,5099,222,232,146,2171,1,1,19
2972,70,33,300,164,1173,235,159,30,947,2,3,33
2728,20,10,60,-2,1318,213,218,141,666,2,3,31
3232,35,4,402,23,5466,219,231,148,1329,1,1,23
2062,18,27,85,38,480,187,172,110,636,3,4,10
3006,228,21,335,60,1218,185,254,200,570,2,3,13
2991,6,11,570,108,2533,207,219,149,1597,1,3,32
3135,193,3,531,98,2077,219,242,159,902,2,3,13
3264,12,9,684,73,5824,211,221,147,2690,2,1,29
3281,50,11,30,1,4444,225,215,123,3626,1,3,23
3247,186,16,268,27,3238,221,250,157,1087,2,3,32
3374,89,12,331,52,2076,238,220,111,3421,7,1,38
3376,248,9,365,84,2901,202,247,183,1194,1,3,32
2964,66,6,95,16,3946,226,228,137,2103,2,1,23
3009,70,13,42,10,2912,233,214,111,1530,1,3,20
3196,105,31,285,83,832,254,185,34,1672,1,1,30
3178,225,6,60,4,2058,212,245,170,4089,1,2,23
2962,340,5,30,-2,4849,210,233,162,5646,1,1,19
2972,237,8,571,76,5953,206,247,179,6338,2,1,29
3126,70,15,350,51,4482,235,210,103,3140,1,1,29
3302,291,9,450,27,2514,194,239,184,750,1,3,32
2995,262,25,218,109,6189,149,243,227,4824,2,1,30
3195,7,10,190,100,4883,208,220,149,1820,1,1,29
2604,74,16,277,96,1449,238,208,96,1747,6,3,2
2356,51,14,95,49,1127,226,210,115,912,6,4,10
3004,109,13,162,36,3055,242,225,110,6626,1,1,29
3070,112,15,630,67,2730,245,223,103,2719,2,3,33
3055,60,8,30,4,1273,226,224,132,1622,1,3,32
3146,180,6,30,1,4606,222,244,156,1121,1,1,23
2458,225,35,42,29,1753,150,246,212,335,3,3,4
3071,9,14,277,54,1328,203,211,144,2635,1,3,31
2686,173,16,30,4,1830,229,246,144,1082,2,1,12
3067,251,11,690,68,5666,196,248,189,3529,1,1,29
2766,81,13,268,-3,1717,237,216,107,1455,2,1,29
2583,333,8,0,0,1749,202,230,167,4585,2,1,30
3021,262,25,553,331,2201,149,243,227,1366,2,3,13
3146,204,30,342,-50,1902,189,250,178,3663,1,1,29
2620,8,11,458,89,342,207,218,147,931,2,4,6
3018,24,6,757,178,5449,217,226,146,5351,2,1,12
2852,17,8,30,1,2949,214,223,146,2665,2,1,23
2666,69,6,402,81,1022,226,228,136,1120,2,1,12
2820,61,25,42,12,1380,231,181,68,872,2,3,33
3445,358,13,362,97,3952,199,215,153,3309,7,3,39
3003,178,14,120,26,4883,225,247,151,3420,1,1,29
2763,60,14,300,13,1549,230,211,110,474,2,3,31
3123,58,9,42,7,5150,227,221,128,1370,1,1,29
3161,332,16,30,12,4116,182,218,175,1899,1,3,22
3198,59,7,108,2,2232,226,226,134,1631,1,3,23
2692,23,10,0,0,1638,214,218,139,842,2,1,29
3329,89,19,192,44,1766,245,206,82,1865,1,1,39
2655,169,9,30,0,3409,227,244,149,2089,2,3,20
2474,321,23,42,16,819,155,211,193,616,6,3,17
3410,133,11,713,-42,1298,238,235,125,4016,1,2,38
2981,113,20,90,-17,480,250,215,85,1310,1,1,29
2939,315,23,120,52,1848,152,214,199,2751,2,3,33
2950,75,18,323,-48,467,239,204,90,907,1,1,29
3207,81,9,0,0,1265,232,225,125,2521,1,1,23
3067,110,10,402,4,297,238,229,120,1530,2,3,32
2765,241,16,0,0,2317,187,252,200,703,1,3,13
3113,264,15,626,184,6043,182,246,202,1441,1,1,29
2821,257,25,283,175,1050,153,245,225,1632,2,3,13
3072,136,14,616,120,390,240,234,120,1746,2,3,33
3014,335,14,351,104,1731,188,221,172,2480,2,3,32
2746,16,25,30,3,1045,189,179,117,1048,2,3,28
2955,245,15,466,55,5597,188,250,199,5260,2,1,29
3092,344,8,180,13,1855,203,227,163,983,1,3,23
3142,102,10,30,4,1231,238,226,119,2322,2,1,30
3033,201,17,618,213,1434,211,253,172,376,2,3,13
2689,346,15,331,12,1348,191,216,163,1602,2,1,30
3143,186,20,216,38,3144,218,250,156,722,2,3,34
3174,84,7,30,-3,2363,231,227,129,1482,1,3,23
2974,9,19,150,28,1209,195,198,136,2362,1,1,29
2907,143,20,285,76,3853,244,231,107,1543,2,1,12
2512,307,17,108,32,488,173,228,195,577,2,4,10
2995,45,4,360,23,5334,221,231,146,6410,2,1,29
2788,113,12,300,45,1682,241,227,114,2623,2,1,12
3188,245,17,595,129,6073,184,251,202,1664,2,1,30
3030,357,10,120,5,3225,205,222,155,5485,2,1,20
3026,1,15,1047,228,2821,198,211,150,1142,2,3,34
3025,124,31,0,0,955,254,200,48,1560,1,3,33
3003,73,19,170,36,4908,239,200,84,2796,2,1,29
2750,359,22,175,55,2713,181,192,144,2058,2,1,29
2922,94,12,134,13,1600,238,222,113,1597,2,1,29
3005,28,4,108,5,5255,218,232,150,2471,1,1,19
2136,308,34,190,100,467,109,196,216,420,3,4,10
3186,49,9,420,-20,1875,224,220,130,2839,2,1,29
2709,72,6,30,-1,2208,227,228,136,2483,2,3,11
2827,53,16,120,14,3338,227,203,105,2651,2,1,12
3177,113,21,379,135,3057,250,214,82,2915,1,1,29
3156,145,15,30,5,1350,240,236,122,2457,2,1,30
3238,25,15,67,-4,2039,212,207,129,4570,1,2,23
2841,134,14,390,88,3239,241,233,118,2856,2,1,12
3205,10,4,518,50,1167,215,231,153,2501,1,2,23
2756,144,2,300,25,2520,222,238,152,1731,2,1,12
2999,37,5,424,26,2871,220,229,146,90,1,1,22
2906,336,17,297,52,2663,180,215,173,2268,2,1,29
3120,176,10,95,-6,2358,226,246,152,1934,2,3,32
3020,66,8,234,16,2012,228,225,131,1509,2,3,32
2739,56,5,0,0,1340,223,229,141,2525,2,1,23
3266,97,15,306,-7,953,243,217,99,3241,2,2,32
2759,229,5,108,27,2650,212,245,170,1924,2,1,12
2842,266,21,170,55,2282,163,244,217,1015,2,3,31
2389,311,17,120,0,1144,172,226,193,1080,3,4,6
2978,152,13,531,39,618,235,240,133,2033,2,3,33
3136,127,10,190,23,3778,237,234,126,3037,2,1,29
3188,61,12,534,107,1440,230,215,116,3529,1,3,33
2963,15,5,90,2,5394,216,230,152,2358,1,1,23
3271,54,11,180,36,5942,226,217,123,513,1,1,22
2794,347,4,295,-2,1506,211,232,159,2156,2,3,31
2672,109,11,30,-7,1800,239,228,119,1087,2,1,12
2999,123,8,150,11,1015,234,234,132,1239,1,3,32
3029,174,11,85,-11,2322,227,246,150,3918,1,1,23
3163,90,12,335,20,990,238,221,112,2048,1,2,23
3089,202,9,108,2,1830,216,249,167,531,1,1,22
2521,165,11,0,0,2059,230,244,144,2012,6,3,17
3037,1,12,108,14,67,203,217,152,1173,2,3,31
2869,300,22,42,12,780,155,225,209,1613,2,3,24
2548,127,19,0,0,1572,248,224,95,1191,2,3,3
3023,344,10,42,2,2210,201,225,163,3316,1,1,23
3032,127,7,30,2,2591,232,236,136,3031,1,1,23
3142,320,11,90,18,2310,192,230,177,765,1,3,23
3149,92,16,242,60,1590,243,214,95,1506,1,1,29
2817,320,17,42,2,2431,174,221,186,930,2,3,13
2855,166,12,42,7,4786,230,244,143,60,2,1,30
3083,154,27,1127,192,3210,240,231,102,1504,2,3,33
3048,121,10,150,0,458,237,232,125,1183,1,1,23
3111,15,7,242,20,1470,214,226,149,1299,2,2,24
3058,309,6,553,138,3159,203,236,172,1997,1,3,23
2745,96,2,90,10,2659,223,236,149,6559,2,1,12
2884,19,11,108,35,830,212,216,140,503,2,3,31
2909,99,12,277,114,4641,240,222,110,5021,2,1,12
3085,194,14,335,-61,1921,217,251,164,3784,1,1,23
2219,41,23,228,68,1505,216,183,91,192,3,4,3
3021,117,1,30,1,4373,220,237,153,931,2,1,19
2998,273,5,787,112,1307,207,241,173,2006,2,3,32
2553,102,25,60,-3,1917,252,197,58,516,6,3,10
2716,265,38,150,82,1211,100,225,247,1369,2,3,13
2809,84,9,335,15,1865,233,225,123,2850,2,1,30
3529,42,7,408,117,2899,221,225,138,1777,1,1,40
2972,90,14,216,26,5255,241,217,103,2023,1,1,29
3126,306,10,677,329,2457,191,234,183,1350,1,3,32
3382,138,21,362,225,1470,246,228,100,765,7,3,39
3064,125,19,295,-28,4076,248,223,94,2616,2,1,29
3391,205,11,655,185,2081,214,250,170,1146,1,3,32
2927,344,10,90,0,4503,199,224,163,4495,2,1,29
3068,109,14,0,0,810,243,224,108,1992,1,1,29
2804,347,14,150,31,3042,193,217,162,4786,2,1,24
3321,320,19,42,12,1262,167,218,190,1531,1,2,39
2738,144,26,42,16,3357,246,224,89,1579,2,1,29
2788,83,8,351,71,636,232,226,127,2504,2,1,29
3365,38,15,459,126,3212,218,205,118,2225,7,3,39
3342,190,15,582,103,4468,219,250,161,2429,1,3,38
3321,134,32,361,88,1967,250,207,58,1524,7,1,39
2916,140,33,124,53,6275,247,210,62,4277,2,1,30
2948,263,25,339,138,1651,151,243,226,618,2,3,13
2493,112,8,350,15,725,234,232,130,3722,5,1,18
3200,247,5,443,-6,2060,209,244,173,990,1,3,31
3272,300,22,424,170,1034,155,225,209,1951,2,1,29
2753,305,6,30,7,2926,204,237,172,2215,2,1,20
2263,67,28,362,56,391,234,173,52,1615,3,4,10
3093,17,44,240,16,1201,147,114,71,1565,2,3,33
3291,313,15,594,73,4496,177,227,190,1036,1,3,39
3415,41,17,384,122,2296,219,200,110,2534,1,1,40
3527,104,17,938,242,2532,247,216,92,1092,1,1,40
2817,54,8,108,19,3087,225,222,130,268,2,3,33
3065,18,8,30,3,3673,214,223,145,474,1,3,23
3112,117,27,402,176,1718,254,204,60,2809,1,3,33
3349,316,17,825,121,2170,174,224,189,983,1,3,32
3371,275,6,342,49,3891,205,241,176,2063,7,3,38
2580,69,14,408,75,1170,234,212,107,1565,2,3,11
3040,0,10,313,65,5159,206,222,154,3692,1,1,29
2933,37,5,42,1,977,220,229,146,2251,2,1,23
3009,322,6,255,42,474,205,234,168,560,2,2,22
2839,131,25,108,37,4462,251,217,79,361,2,1,22
2945,99,11,153,19,4882,238,225,117,6341,2,1,29
3243,329,19,509,88,3930,170,213,181,1699,1,3,39
2701,3,8,124,0,1620,209,225,153,812,2,1,12
3024,245,22,690,118,5858,171,251,213,5079,2,1,29
2799,28,10,612,11,769,216,218,137,1295,2,3,11
2954,78,12,42,2,4935,235,219,114,4142,1,1,29
3274,77,14,469,66,3123,237,214,105,3152,2,3,24
3031,215,17,256,110,2821,201,254,185,2336,2,3,31
3019,178,8,350,20,5136,224,245,155,3048,2,1,30
3034,274,15,190,54,391,180,243,202,1583,2,3,32
3179,14,19,85,10,4302,198,196,131,3389,1,3,22
3057,261,6,153,6,2925,206,243,176,630,1,3,23
3363,83,4,400,41,1405,225,233,143,2554,7,3,38
3166,83,6,0,0,4242,228,230,137,3266,1,3,22
3254,344,22,474,56,1140,170,200,165,1572,1,2,33
3126,34,9,582,101,2563,219,221,138,1415,1,3,32
2869,315,20,108,32,1523,164,220,194,1252,1,3,33
3075,64,13,30,7,5091,232,213,111,799,1,1,30
3175,169,8,242,35,874,227,244,149,2301,1,1,22
3108,70,8,313,22,3438,229,225,129,942,1,1,29
3318,264,11,272,66,4696,193,245,191,942,1,3,32
2640,84,11,90,21,1598,235,222,117,162,2,3,10
2936,330,9,60,4,3673,198,229,170,6387,2,1,20
3096,54,8,134,8,5162,225,222,130,876,2,1,29
3188,351,6,120,20,4261,210,230,159,3354,1,1,23
3128,251,16,816,150,6216,183,250,203,1361,2,1,29
3281,345,11,725,210,3483,198,222,163,2003,1,3,32
2998,29,11,564,-2,4323,216,217,135,3305,1,1,29
3137,80,4,150,22,1155,225,232,142,1974,1,1,23
3371,331,15,361,59,1544,184,221,176,2040,1,3,32
2361,15,20,255,98,1165,199,195,128,702,6,4,6
2998,57,8,0,0,228,226,223,131,1302,2,3,24
2984,309,9,60,11,350,194,234,180,212,1,2,23
3093,194,18,664,117,6155,215,252,165,1536,1,1,29
2891,128,11,295,58,2947,238,233,124,2228,2,1,12
2821,47,9,228,66,3512,223,221,132,5790,2,1,12
3135,339,8,421,-50,1318,203,228,164,1050,2,2,24
3085,12,6,30,1,3400,214,228,151,1140,2,1,23
3286,82,13,127,22,5251,238,216,107,127,1,1,38
3158,110,32,218,121,3704,254,187,34,2734,1,3,33
2900,323,14,175,46,3967,184,225,180,5878,2,1,29
2969,94,20,150,-21,757,247,205,78,787,1,1,29
3084,110,13,30,-5,1132,242,226,111,2289,1,1,29
2205,333,23,218,44,618,160,203,179,607,3,4,10
3308,172,25,42,6,2079,227,242,131,872,7,3,39
2960,53,12,60,6,1550,227,214,119,890,2,3,32
3087,29,8,192,3,2748,217,222,140,2982,2,3,31
2905,162,12,313,50,2435,231,243,142,2164,2,3,26
2613,64,11,433,31,1358,230,217,118,4137,2,1,29
3525,22,3,366,111,2911,218,233,153,1854,1,1,40
2649,151,12,95,14,1803,236,240,132,983,2,3,11
3313,60,8,30,-6,2883,226,224,132,1812,7,3,38
3073,182,8,268,-36,2010,223,246,156,3801,1,1,23
2849,13,11,495,67,2714,210,218,145,3582,1,1,12
2759,198,25,108,36,2591,202,251,170,2356,2,1,30
2942,258,19,180,66,2955,171,247,212,2424,2,1,29
2916,353,12,459,61,3887,199,218,157,5474,2,1,29
2707,296,32,417,91,1008,114,211,228,1165,2,3,33
3028,138,6,319,58,2316,229,238,143,573,2,1,30
3299,8,12,306,26,1907,206,217,147,1318,1,3,31
2028,136,30,175,76,212,250,212,67,424,3,4,1
3092,304,9,300,-28,2052,196,236,179,1987,2,3,32
3016,286,4,384,-6,1854,208,239,170,1505,2,3,32
3020,45,1,60,1,4131,219,235,153,1115,2,1,19
3305,329,1,331,50,5769,215,237,159,547,1,1,22
2555,60,14,67,8,785,230,211,110,1124,2,3,11
3225,225,18,824,140,454,193,254,193,2835,2,3,32
3227,54,6,201,22,6006,224,227,138,674,1,1,23
2619,169,16,0,0,3371,230,245,141,2605,1,3,20
3003,38,14,201,18,4650,219,208,120,2589,1,1,29
3138,36,17,631,142,2260,217,200,113,2632,1,3,24
2569,26,15,242,-32,1455,212,205,127,1172,6,3,10
2699,178,7,90,9,1770,224,245,155,3946,2,1,12
3125,146,7,384,68,3628,230,239,142,828,2,1,29
3148,42,13,201,13,1784,222,211,122,741,1,3,31
2439,99,22,212,83,865,250,203,69,1104,3,4,5
3210,315,10,90,-8,1048,194,232,178,2496,1,3,23
3353,0,18,604,127,957,190,203,147,648,1,1,39
2773,128,9,0,0,2037,235,235,131,2605,2,1,30
2901,171,5,402,59,3145,223,242,154,2408,2,1,12
2926,20,6,566,42,1465,216,228,149,1092,2,3,32
2891,310,11,234,13,3187,189,232,183,3857,2,1,30
3423,157,18,437,67,2820,237,239,125,1705,1,3,32
3427,351,19,742,228,841,184,205,157,902,1,2,33
3255,27,4,0,0,6284,218,230,149,182,1,1,22
3194,126,15,524,62,371,244,229,111,870,1,3,32
3236,191,9,120,34,2654,220,247,161,2670,7,1,29
3080,315,2,524,81,5500,214,237,161,3561,2,1,29
3329,172,13,95,17,4480,228,246,147,3225,1,3,33
2827,19,25,210,29,824,194,180,113,1082,2,3,33
2757,30,8,30,2,1860,218,223,140,1249,2,1,29
3181,42,12,811,54,2400,222,213,124,3122,1,3,31
2917,72,12,67,13,4460,233,217,114,3827,2,1,29
3305,9,19,300,49,5320,195,200,138,511,1,1,38
2939,104,16,212,42,3922,245,218,98,5187,2,1,30
2945,139,17,285,6,5796,244,232,111,3515,2,1,30
2939,10,13,256,8,1978,206,213,144,939,1,3,23
2261,59,21,30,7,391,231,190,83,1706,4,4,4
2314,270,15,60,8,1254,178,244,204,1410,6,4,10
3286,124,20,680,170,2758,249,221,90,2657,1,3,33
